# AGAGE data for CFC-11
# Created by lw13938 on 2024-05-29 14:28:08.516723
# Contact AGAGE data owners before use 
# This file contains data from the following sites/instruments: 
#===================================================
# MHD 
#   1. ALE
#------------------
# THD 
#   1. ALE
#------------------
# RPB 
#   1. ALE
#------------------
# SMO 
#   1. ALE
#------------------
# CGO 
#   1. ALE
#------------------
# SCALE: SIO-05
# UNITS: ppt
date,mf,mf,mf,mf,mf_variability,mf_variability,mf_variability,mf_variability,sites,sites,sites,sites,instruments,instruments,instruments,instruments
box,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3
2019-06-01,227.394,,225.317,224.38099999999997,0.44372126381790633,,0.5274376183510615,0.4615061136021493,THD|MHD,,SMO,CGO,ALE|ALE,,ALE,ALE
2019-07-01,226.725,,225.171,224.34799999999998,0.44084585469299814,,0.5121455524135302,0.43291336808447023,THD|MHD,,SMO,CGO,ALE|ALE,,ALE,ALE
2019-08-01,226.219,,225.352,224.333,0.4439111308135447,,0.4827492322047131,0.4173748374253532,THD|MHD,,SMO,CGO,ALE|ALE,,ALE,ALE
2019-09-01,226.15800000000002,226.15099999999998,224.90200000000002,224.167,0.4502904050363943,0.5298097238542909,0.596710255137483,0.3956401905214383,THD|MHD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2019-10-01,226.162,226.16,224.84,224.054,0.455102274906026,0.49379729113878296,0.5998464349614825,0.39848274615717055,THD|MHD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2019-11-01,226.348,226.012,224.852,223.87400000000002,0.4839406449000125,0.45980914063189304,0.5153547904834493,0.4117221074493815,THD|MHD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2019-12-01,226.06050000000002,225.921,,223.62599999999998,0.4516578629120056,0.4560122405122038,,0.4079681175809698,THD|MHD,RPB,,CGO,ALE|ALE,ALE,,ALE
2020-01-01,225.81699999999998,225.713,,223.308,0.43237615888464526,0.4831807916552975,,0.4154541429951566,THD|MHD,RPB,,CGO,ALE|ALE,ALE,,ALE
2020-02-01,225.62199999999999,225.435,,222.99200000000002,0.4646221953620382,0.4743053915105752,,0.4061195711657344,THD|MHD,RPB,,CGO,ALE|ALE,ALE,,ALE
2020-03-01,225.2955,225.112,,222.722,0.43030877232498993,0.42309934544104416,,0.4198488163220661,THD|MHD,RPB,,CGO,ALE|ALE,ALE,,ALE
2020-04-01,225.10000000000002,224.983,,222.463,0.4418724087335619,0.4255695204544611,,0.4315435703432969,THD|MHD,RPB,,CGO,ALE|ALE,ALE,,ALE
2020-05-01,224.9295,224.732,,222.41400000000002,0.4460392883186861,0.436801382632244,,0.4034080412358683,THD|MHD,RPB,,CGO,ALE|ALE,ALE,,ALE
2020-06-01,224.7775,224.498,,222.40900000000002,0.45364750273312426,0.4764360829431793,,0.41421776156915346,THD|MHD,RPB,,CGO,ALE|ALE,ALE,,ALE
2020-07-01,224.2135,224.317,,222.57299999999998,0.455693466675308,0.5013126551483016,,0.42393298437635163,THD|MHD,RPB,,CGO,ALE|ALE,ALE,,ALE
2020-08-01,223.85199999999998,224.02599999999998,,222.49599999999998,0.4458375576757077,0.4387361172852766,,0.4088183499318004,THD|MHD,RPB,,CGO,ALE|ALE,ALE,,ALE
2020-09-01,223.829,223.829,,222.31900000000002,0.46814182506689145,0.4856320812888703,,0.40517389929283454,THD|MHD,RPB,,CGO,ALE|ALE,ALE,,ALE
2020-10-01,223.90050000000002,223.84599999999998,,222.143,0.4734202369825777,0.42349734496565616,,0.3988616700930788,THD|MHD,RPB,,CGO,ALE|ALE,ALE,,ALE
2020-11-01,223.7365,223.71200000000002,,221.96,0.4547843278594371,0.4165206728322618,,0.40276739999160804,THD|MHD,RPB,,CGO,ALE|ALE,ALE,,ALE
2020-12-01,223.5315,223.707,,221.69799999999998,0.4566944368176167,0.41397915881532005,,0.39868284162005263,THD|MHD,RPB,,CGO,ALE|ALE,ALE,,ALE
